idx,return,steps,failure
1208,8.0,13,False
1209,9.0,12,False
1210,-60.0,18,True
1211,-10.0,13,True
1212,-3.0,15,True
1213,-4.0,16,True
1214,-24.0,18,True
1215,-10.0,13,True
1216,6.0,15,False
1217,8.0,13,False
1218,9.0,12,False
1219,6.0,15,False
1220,4.0,17,False
1221,-2.0,14,True
1222,9.0,12,False
1223,-2.0,14,True
1224,-44.0,20,True
1225,8.0,13,False
1226,-2.0,14,True
1227,6.0,15,False
1228,-5.0,17,True
1229,8.0,13,False
1230,-34.0,19,True
1231,-31.0,16,True
1232,-17.0,20,True
1233,-17.0,20,True
1234,-15.0,18,True
1235,-24.0,18,True
1236,5.0,16,False
1237,1.0,11,True
1238,6.0,15,False
1239,-22.0,16,True
1240,-57.0,24,True
1241,9.0,12,False
1242,9.0,12,False
1243,-3.0,15,True
1244,-10.0,13,True
1245,2.0,10,True
1246,9.0,12,False
1247,-12.0,15,True
1248,-15.0,18,True
1249,11.0,10,False
1250,11.0,10,False
1251,-10.0,13,True
1252,-41.0,17,True
1253,14.0,7,False
1254,-25.0,19,True
1255,-13.0,16,True
1256,6.0,15,False
1257,9.0,12,False
1258,6.0,15,False
1259,-15.0,18,True
1260,10.0,11,False
1261,-5.0,17,True
1262,5.0,16,False
1263,-41.0,17,True
1264,-23.0,17,True
1265,-1.0,13,True
1266,9.0,12,False
1267,-2.0,14,True
1268,-17.0,20,True
1269,2.0,10,True
1270,-13.0,16,True
1271,5.0,16,False
1272,11.0,10,False
1273,-12.0,15,True
1274,8.0,13,False
1275,-2.0,14,True
1276,-4.0,16,True
1277,5.0,16,False
1278,-11.0,14,True
1279,12.0,9,False
1280,8.0,13,False
1281,-10.0,13,True
1282,-12.0,15,True
1283,9.0,12,False
1284,-2.0,14,True
1285,11.0,10,False
1286,10.0,11,False
1287,-6.0,18,True
1288,8.0,13,False
1289,0.0,12,True
1290,7.0,14,False
1291,6.0,15,False
1292,9.0,12,False
1293,-13.0,16,True
